user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5f644f300599af1d7d428ef2	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5f644f300599af1d7d428ef2	Biology_tweet_148_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our new study just out in @username on how a #helminth #parasite infection hinders co-infection witb #prions. Great collaboration with Rick Maizels @username 
 #intestine #parasitology #prion #OperaAwards2019 #dendriticcells""><b>Finding:</b></span> Our new study just out in @username on how a #helminth #parasite infection hinders co-infection witb #prions. Great collaboration with Rick Maizels @username 
 #intestine #parasitology #prion #OperaAwards2019 #dendriticcells"				1																				[]	[]
5f644f300599af1d7d428ef2	Biology_tweet_22_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We detected no shifts in extinction rates, nor signatures of mass extinction (electronic supplementary material, figure S3 ). Interestingly, and in striking contrast to expectations, the rapid global range expansion of true frogs was not associated with increased net diversification. On the contrary, diversification rates either decreased or remained unchanged, even as remarkable, circumglobal range expansion via dispersal and colonization of novel regions occurred.""><b>Finding:</b></span> Interestingly, and in striking contrast to expectations, the rapid global range expansion of true frogs was not associated with increased net diversification."			3																					[]	[{'start': 757, 'end': 775, 'span': 'was not associated', 'annotation': 'Words indicating certainty'}]
5f644f300599af1d7d428ef2	Biology_tweet_69_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consequently, efficient wood use could make an important but not overwhelming contribution to saving CO 2 and FF globally, even if only part of its potential savings were realized. The greatest CO 2 and FF savings from wood use are by avoiding the excess FF energy used to make steel and concrete structures (avoidance pathway). Wood products are more efficient than wood energy for CO 2 and FF savings; however, up to 37 % of the world's annual CO 2 emissions and 27% of the FF use could be saved if all wood growth not used in construction were used for energy (energy pathway; Figure 6b-c) .""><b>Finding:</b></span> The greatest CO 2 and FF savings from wood use are by avoiding the excess FF energy used to make steel and concrete structures (avoidance pathway)."			3																					[]	[{'start': 820, 'end': 839, 'span': 'use are by avoiding', 'annotation': 'Words indicating certainty'}]
5f644f300599af1d7d428ef2	Biology_tweet_104_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Noodles: Instant friend or fiend? New study shows link to distinct cardiometabolic risk factors, from Korean studies. ""><b>Finding:</b></span> Noodles: Instant friend or fiend? New study shows link to distinct cardiometabolic risk factors, from Korean studies. "			3																					[]	[{'start': 344, 'end': 354, 'span': 'shows link', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
5d7d581fcafd6f00171566b6	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5d7d581fcafd6f00171566b6	Biology_438_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These lines were essential for the identification of the benzoxazinoid that - after binding to iron - forms the compound that the rootworm recognizes and uses as a cue for plant selection. The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains. We therefore expect that other higher organisms also have the ability to perceive biologically available forms of trace elements and to ingest them to improve their nutrient balance,"" says Matthias Erb.""><b>Finding:</b></span> The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains."			3																					[]	"[{'start': 763, 'end': 767, 'span': 'fact', 'annotation': 'Words indicating certainty'}, {'start': 889, 'end': 1019, 'span': 'r<span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">elevant', 'annotation': 'Words indicating certainty'}]"
5d7d581fcafd6f00171566b6	Biology_438_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We show that the root-feeding larvae use complexes between iron and benzoxazinoid secondary metabolites to identify maize as a host, to forage within the maize root system, and to increase their growth. We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids. In addition, root-feeding WCR larvae prefer benzoxazinoidproducing maize plants and require benzoxazinoids to identify crown roots as the preferred feeding site (6) .""><b>Finding:</b></span> We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids."	4																							[]	[]
5d7d581fcafd6f00171566b6	Biology_tweet_93_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)""><b>Finding:</b></span> MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)"				1																				[{'start': 282, 'end': 294, 'span': 'MT @username', 'annotation': 'Words indicating uncertainty'}]	[]
5d7d581fcafd6f00171566b6	Biology_26_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."	4																							[]	[{'start': 703, 'end': 721, 'span': 'hown to be present', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Biology_170_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Expecting to see behavioral disruptions in the drugged fish, which the researchers did, they also saw reduced orienting behaviors by the healthy fish. As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting. Eventually, the research team concluded that zebrafish copy each other's motions and are dependent on another socially engaged fish to begin social orienting.""><b>Finding:</b></span> As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting."	4																							[]	[]
5d7d581fcafd6f00171566b6	Biology_78_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We can't say definitively that the Liberian greenbul is the same bird as the icterine greenbul, but we have presented enough evidence that makes any other explanation seem highly unlikely."" And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage. But despite the thorough genetic analysis and unlikely alternative explanations, we can't yet say that the elusive birds absolutely, definitely don't exist - it looks like once something becomes a species, unspecying it is a tougher ask.""><b>Finding:</b></span> And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage."			3																					[{'start': 1119, 'end': 1130, 'span': 'hypothesise', 'annotation': 'Words indicating uncertainty'}]	[{'start': 1065, 'end': 1090, 'span': 'excluded that probability', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Experience.html	Experience									5					2			4							[]	[]
5d7d581fcafd6f00171566b6	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.	4																							[]	[]
5d7d581fcafd6f00171566b6	Biology_26_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 341 of the original 580 tumor vlincRNAs ( Table 1) overlap ENCODE vlincRNAs identified from mostly different cell lines, using a different sequencing platform (p-value 1.54 × 10 -45 ). VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) . Embryonic stem cell line H1-hEsc expressed 469 such regions, while non-cancerous normal human epidermal keratinocyte line (NHEK) and normal human umbilical vein endothelial cells (HUVEC) expressed 248 and 340 vlincRNAs, respectively (Table 1; Additional File 1,  Table S1 ).""><b>Finding:</b></span> VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) ."	4																							[]	[{'start': 773, 'end': 784, 'span': 'ound in all', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Biology_tweet_155_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 4c, d , e, f). Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig. Critically, these same transgenerational effects were also evident when mature inseminated sperm alone had experienced the same conditions within the female: sons fertilised by heatwave-exposed spermatozoa in the female tract suffered 25 to 40% reductions in their reproductive output and mating success, compared with sons from parents where the mother had experienced the heatwave before mating and sperm storage, or controls where no heatwaves were experienced ( Fig.""><b>Finding:</b></span> Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig."	4																							[]	[{'start': 1007, 'end': 1020, 'span': '25% reduction', 'annotation': 'Words indicating certainty'}, {'start': 1090, 'end': 1098, 'span': 'controls', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Biology_170_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We placed apo-treated fish in a shortened tank that restricted their movement away from the divider and found that test fish exposed to apo-treated stimulus fish still had suppressed social orienting relative to controls (Figures  2A-2D ; p = 0.009, n = 26). We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity. Orientation of the test fish and distance of the stimulus fish are highly correlated (R 2 = 0.302, p < 0.001), as is the orienting behavior of the stimulus fish (R 2 = 0.458, p < 0.001; Figures 2E and 2F ).""><b>Finding:</b></span> We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity."	4																							[]	[{'start': 877, 'end': 885, 'span': 'conclude', 'annotation': 'Words indicating certainty'}, {'start': 1056, 'end': 1079, 'span': 'insufficient regardless', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Biology_78_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."	4																							[]	[{'start': 796, 'end': 837, 'span': 'none of these positions strongly suggests', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5d7d581fcafd6f00171566b6	Biology_tweet_93_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."		2																						[{'start': 745, 'end': 753, 'span': 'estimate', 'annotation': 'Words indicating uncertainty'}, {'start': 873, 'end': 881, 'span': 'probably', 'annotation': 'Words indicating uncertainty'}]	[{'start': 736, 'end': 741, 'span': 'model', 'annotation': 'Words indicating certainty'}, {'start': 831, 'end': 843, 'span': 'upward trend', 'annotation': 'Words indicating certainty'}]
5d7d581fcafd6f00171566b6	Biology_tweet_155_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. ""><b>Finding:</b></span> Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. "		2																						[]	[{'start': 432, 'end': 441, 'span': '1st paper', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_113_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The delay, the authors said, may be due to difficulties in the infant acquiring a species of bifidobacteria that is geared toward consuming the specific milk sugar delivered by the mother. advertisement

The researchers determined that more infants fed by secretor mothers had high levels of bifidobacteria -- 60 percent of infants versus 37.5 percent at day 6 and 80 percent versus 50 percent at day 120 -- and that infants who had more bifidobacteria had lower amounts of milk sugars left over and higher amounts of lactate in their feces. ""The types and levels of bacteria encountered by infants in developing countries is different from the types and levels of bacteria encountered by the babies in our UC Davis cohort, and that might account for some of the differences,"" he said.""><b>Finding:</b></span> advertisement

The researchers determined that more infants fed by secretor mothers had high levels of bifidobacteria -- 60 percent of infants versus 37.5 percent at day 6 and 80 percent versus 50 percent at day 120 -- and that infants who had more bifidobacteria had lower amounts of milk sugars left over and higher amounts of lactate in their feces."			3																					[]	[{'start': 1021, 'end': 1031, 'span': 'determined', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_tweet_121_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Myocardial microRNA exosome messengers talk to the bone marrow ""><b>Finding:</b></span> Myocardial microRNA exosome messengers talk to the bone marrow "			3																					[]	[{'start': 284, 'end': 295, 'span': 'talk to the', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.			3																					[]	[{'start': 56, 'end': 71, 'span': ' study suggests', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
60d4b2c2f8ec648ad7bd7a21	Biology_322_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers reported numerous CNVs affecting genes, and found that these genes are part of similar cellular pathways involved in brain development, synapse function and chromatin regulation. Individuals with ASD carried more of these CNVs than individuals in the control group, and some of them were inherited while others were only present in offspring with ASD. By further aggregating CNVs and SNVs (the latter identified in other studies), Mount Sinai researchers discovered many additional genes and pathways involved in ASD.""><b>Finding:</b></span> Individuals with ASD carried more of these CNVs than individuals in the control group, and some of them were inherited while others were only present in offspring with ASD."			3																					[]	[{'start': 737, 'end': 748, 'span': 'arried more', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_404_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Targeted deletion of Ksr2 leads to obesity in mice, suggesting a role in energy homeostasis. We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin. These data establish KSR2 as an important regulator of energy intake, energy expenditure, and substrate utilization in humans.""><b>Finding:</b></span> We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin."	4																							[]	[{'start': 676, 'end': 690, 'span': 'We identified ', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_404_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""This work adds to a growing body of evidence that genes play a major role in influencing a person's weight and may be useful for developing new ways to treat people who are heavy and develop diabetes"" adds Farooqi. The authors found that the diabetes drug metformin corrected the low levels of fatty acid oxidation seen in cells expressing the KSR2 mutations. These findings suggest that drugs like metformin may help obese patients harboring mutations in the KSR2 gene, offering exciting prospects for future pharmacological therapies and targets.""><b>Finding:</b></span> The authors found that the diabetes drug metformin corrected the low levels of fatty acid oxidation seen in cells expressing the KSR2 mutations."	4																							[]	[{'start': 873, 'end': 883, 'span': 'found that', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Experience.html	Experience								2					3				4							[]	[]
60d4b2c2f8ec648ad7bd7a21	Biology_tweet_190_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This work shows that mitochondria can regulate complex whole-body physiological responses, impacting stress perception at the cellular and organismal levels. We show that mitochondrial dysfunctions altered the hypothalamicpituitary-adrenal axis, sympathetic adrenal-medullary activation and catecholamine levels, the inflammatory cytokine IL-6, circulating metabolites, and hippocampal gene expression responses to stress. Each mitochondrial defect generated a distinct whole-body stressresponse signature.""><b>Finding:</b></span> We show that mitochondrial dysfunctions altered the hypothalamicpituitary-adrenal axis, sympathetic adrenal-medullary activation and catecholamine levels, the inflammatory cytokine IL-6, circulating metabolites, and hippocampal gene expression responses to stress."			3																					[]	[{'start': 689, 'end': 701, 'span': 'We show that', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.	4																							[]	[]
60d4b2c2f8ec648ad7bd7a21	Biology_443_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This staggering difference almost certainly reflects our inability to adequately mimic in vitro the environment and sperm selection mechanisms of the female reproductive tract during natural unassisted conception. Again, clearly if we knew more of the basic biology that underpins these events in vivo then there is the potential for improvements to be made to IVF procedures that could impact on the clinical outcome. Finally, diagnosis of the causes of infertility could be greatly improved if more were known of the means by which sperm travel through the female reproductive tract and the mechanisms that regulate the movement of sperm.""><b>Finding:</b></span> Finally, diagnosis of the causes of infertility could be greatly improved if more were known of the means by which sperm travel through the female reproductive tract and the mechanisms that regulate the movement of sperm."			3																					[]	[{'start': 880, 'end': 896, 'span': 'greatly improved', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_113_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Much of the bifidobacterial abundance difference between the two secretor status milk phenotypes appears to come from variation in the time at which each infant transitions from possessing a Low-Bif qPCR ' gut community to possessing a High-Bif qPCR gut community. Bifidobacteria were found to be established (High-Bif qPCR ) earlier in secretorfed infants (60% of infants versus 37.5% at day 6) and more often (80% versus 50% by day 120) ( Figure 5 ). Of 35 milks from non-secretors, 20 of the matched infant stool samples were Low-Bif qPCR (57.1%).""><b>Finding:</b></span> Bifidobacteria were found to be established (High-Bif qPCR ) earlier in secretorfed infants (60% of infants versus 37.5% at day 6) and more often (80% versus 50% by day 120) ( Figure 5 )."			3																					[]	[{'start': 748, 'end': 761, 'span': 'were found to', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_443_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Accordingly, this coordinated rhythm of its head and tail will determine if it will be successful or not. Gaining knowledge on why some sperm fail while others succeed could provide better insight for researchers to find solutions in treating male infertility. The next step would be applying the model with the movement of a larger number of sperm cells.""><b>Finding:</b></span> Gaining knowledge on why some sperm fail while others succeed could provide better insight for researchers to find solutions in treating male infertility."		2																						[{'start': 573, 'end': 577, 'span': 'fail', 'annotation': 'Words indicating uncertainty'}]	[]
60d4b2c2f8ec648ad7bd7a21	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
60d4b2c2f8ec648ad7bd7a21	Biology_322_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Edges represent significant direct protein-protein interactions (as defined by a common interactor binding degree of 2) in the InWeb database. (legend continued on next page) a higher genetic load to express ASD, and our foundational data support this general hypothesis. We observed significant enrichment of both deletion and duplication events overlapping FMRP and PSD targets, indicating that altered dosage of these genes can underlie ASD susceptibility.""><b>Finding:</b></span> (legend continued on next page) a higher genetic load to express ASD, and our foundational data support this general hypothesis."	4																							[]	[{'start': 720, 'end': 745, 'span': 'foundational data support', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_tweet_190_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Stress response modulation by mitochondria [Genetics]   @username""><b>Finding:</b></span> Stress response modulation by mitochondria [Genetics]   @username"			3																					[]	[{'start': 254, 'end': 273, 'span': 'response modulation', 'annotation': 'Words indicating certainty'}]
60d4b2c2f8ec648ad7bd7a21	Biology_tweet_121_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our work reveals that exosomes released from the ischemic heart are in fact mediating the systemic response of BM PCs to the site of injury. These observations are compelling, as circulating myo-miRs are not only a bio-marker, but also a functional constituent of the intricate crosstalk between ischemic heart and the remote BM organ. In this study we found exosomes mediate transfer of myo-miRs to BM.""><b>Finding:</b></span> These observations are compelling, as circulating myo-miRs are not only a bio-marker, but also a functional constituent of the intricate crosstalk between ischemic heart and the remote BM organ."			3																					[]	[{'start': 586, 'end': 619, 'span': 'These observations are compelling', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Biology_tweet_125_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Targeted deletion of Ksr2 leads to obesity in mice, suggesting a role in energy homeostasis. We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin. These data establish KSR2 as an important regulator of energy intake, energy expenditure, and substrate utilization in humans.""><b>Finding:</b></span> We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin."		2																						[{'start': 874, 'end': 880, 'span': 'can be', 'annotation': 'Words indicating uncertainty'}]	[]
5f0a9094da2883360c73fd9f	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
5f0a9094da2883360c73fd9f	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_150_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Further, we discovered that attenuated vitamin D signaling due to Vdr ablation enhances tumor progression and, importantly, is sufficient to enable metastases, which are the primary cause of treatment failure and death for patients with BCa. We also discovered that, although circulating 25(OH)D has many systemic effects (1), a critical mechanism for vitamin D signaling to inhibit BCa progression is a tumor autonomous activity that suppresses Id1 expression. Interestingly, Sherman et al found a tumor cell nonautonomous mechanism for VDR signaling to inhibit pancreatic ductal adenocarcinoma progression and Fernandez-Garcia et al found that calcitriol induces, rather than inhibits, Id1 expression in a colon carcinoma cell line.""><b>Finding:</b></span> We also discovered that, although circulating 25(OH)D has many systemic effects (1), a critical mechanism for vitamin D signaling to inhibit BCa progression is a tumor autonomous activity that suppresses Id1 expression."			3																					[{'start': 942, 'end': 950, 'span': 'although', 'annotation': 'Words indicating uncertainty'}]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_96_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: SMCHD1 depletion thus revealed a tendency of Xist-rich and Xist-poor chromatin to form distinct spatial compartments, a hidden layer of architectural organization obscured on the normal Xi. We conclude that SMCHD1 plays a critical role in organizing Xi structures by merging chromatin compartments. Interestingly, however, by employing in situ Hi-C, we observed clearly discernible TADs, albeit weak, across the entire Xi of WT NPCs at 40-kb resolution (Figures 5A and S4C) .""><b>Finding:</b></span> We conclude that SMCHD1 plays a critical role in organizing Xi structures by merging chromatin compartments."	4																							[]	[{'start': 661, 'end': 670, 'span': 'conclude ', 'annotation': 'Words indicating certainty'}, {'start': 682, 'end': 703, 'span': 'plays a critical role', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Biology_tweet_144_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The past decade has been the most productive period for marine species discovery"", but 1/3 of total still left to find ""><b>Finding:</b></span> ""The past decade has been the most productive period for marine species discovery"", but 1/3 of total still left to find "	4																							[]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_150_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Of mice and women. Vitamin D suppls inhibits tumour-gene Id1 in breast cancer, slows growth. Deficiency accelerates ""><b>Finding:</b></span> Of mice and women. Vitamin D suppls inhibits tumour-gene Id1 in breast cancer, slows growth. Deficiency accelerates "	4																							[]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_13_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Infants whose mothers have reduced breast milk oligosaccharides develop bifidobacteria-laden microbiota later ""><b>Finding:</b></span> Infants whose mothers have reduced breast milk oligosaccharides develop bifidobacteria-laden microbiota later "	4																							[]	[]
