user	instance_id	displayed_text	I carefully went over the examples and the instructions.:::Yes	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Correlation	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation
60bbc368a316ee5421a1153b	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
60bbc368a316ee5421a1153b	Biology_tweet_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity ""><b>Finding:</b></span> Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity "			2																						[{'start': 376, 'end': 390, 'span': 'from declining', 'annotation': 'Correlation'}]	[]	[]
60bbc368a316ee5421a1153b	Biology_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so. advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says. The findings suggest several possibilities to investigate with future research.""><b>Finding:</b></span> advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says."		3																							[]	[{'start': 877, 'end': 886, 'span': 'following', 'annotation': 'Causation'}]	[]
60bbc368a316ee5421a1153b	Biology_174_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The basis of the research examined more closely the role of the adipocyte in obesity, including how it impacts oxidative stress, inflammation, neurodegeneration and NASH. The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes. ""Our data clearly suggests that obesity and the Na/K-ATPase oxidant amplification loop plays a role in neurodegeneration,"" said first author Rebecca Pratt, a Ph.D. candidate in the department of biomedical research at Marshall University.""><b>Finding:</b></span> The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes."		3																							[]	[{'start': 1042, 'end': 1097, 'span': 'were able to successfully demonstrate through decreased', 'annotation': 'Causation'}]	[]
60bbc368a316ee5421a1153b	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
60bbc368a316ee5421a1153b	Biology_tweet_11_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username ""><b>Finding:</b></span> An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username "					4																				[]	[]	[{'start': 571, 'end': 588, 'span': 'finds no evidence', 'annotation': 'Explicit mentions of no relation'}]
60bbc368a316ee5421a1153b	Biology_tweet_11_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Keeping in mind the steps taken to ensure methodological rigour, the current results bear directly on the contentious literature surrounding games. Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers. Preregistered sensitivity and exploratory analyses demonstrated this finding was consistent across three different operationalizations of violent game content and two ways of measuring key adolescent behaviours relating to aggressive and prosocial behaviours.""><b>Finding:</b></span> Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers."					4																				[]	[]	[{'start': 952, 'end': 975, 'span': 'provided evidence that ', 'annotation': 'Explicit mentions of no relation'}, {'start': 1019, 'end': 1082, 'span': 'is not a statistically or practically significant correlate of ', 'annotation': 'Explicit mentions of no relation'}]
5c190c311e18d10001eca667	Experience.html	Experience												5			3								1		[]	[]	[]
5c190c311e18d10001eca667	Biology_tweet_124_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In total, 86% of cells recorded at least one additional felid species in our present-natural counterfactual, and up to 4-5 more large-felid species in 10% of the cells. A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell. Our results draw attention to the continuation of a trend of megafauna decline that began with the emergence of hominins in the Pleistocene.""><b>Finding:</b></span> A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell."			2																						[{'start': 659, 'end': 671, 'span': 'correlation ', 'annotation': 'Correlation'}]	[]	[]
5c190c311e18d10001eca667	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				1																					[]	[]	[]
5c190c311e18d10001eca667	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
5c190c311e18d10001eca667	Biology_448_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More importantly, this mechanism does not explain how host animals would cope with abundant Ent from non-infectious gut microbiota, of which enterobacteria are the most prevalent commensal microbes in both human and C. elegans . Given the symbiotic relationship between commensal E. coli and the host, one may speculate that an unknown beneficial mechanism has evolved in animals to use bacterial Ent for host iron homeostasis. In this study, by developing a unique and sensitive assay in C. elegans, we discovered an unexpected but logical role of bacterial Ent in supporting animal growth and iron level.""><b>Finding:</b></span> Given the symbiotic relationship between commensal E. coli and the host, one may speculate that an unknown beneficial mechanism has evolved in animals to use bacterial Ent for host iron homeostasis."				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_448_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The new study challenges that paradigm, suggesting that enterobactin also binds to a protein called ATP synthase inside the host's mitochondria, drawing iron into the host's cells too. ""While bacteria make this iron-scavenging compound for their own use, our research suggests that mammals--including humans--have learned over time to hijack it for their own benefit,"" said Han. Oral antibiotics could potentially have the same impact, he says.""><b>Finding:</b></span> ""While bacteria make this iron-scavenging compound for their own use, our research suggests that mammals--including humans--have learned over time to hijack it for their own benefit,"" said Han."				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_124_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Relief of immune suppression by blocking negative regulatory molecules like PD-1 or IL-10 results in hastened control of Cl13 infection, as well as concomitant immune pathology that can produce severe morbidity and lethality . We found that infection with a persistent dose of Cl13 caused a striking pathological response in ABHD -/mice, indicated by hunched posture, ruffled fur, labored breathing, and death in ~ 50% of the animals (Fig. 6a) , correlating with gross lung damage ( Supplementary Fig.""><b>Finding:</b></span> We found that infection with a persistent dose of Cl13 caused a striking pathological response in ABHD -/mice, indicated by hunched posture, ruffled fur, labored breathing, and death in ~ 50% of the animals (Fig."				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_174_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This highlights the importance of the Na/K-ATPase oxidant amplification loop within the adipocyte as well as the importance of adipocyte biology itself. Our results showed that PGC1α levels, the master regulator of mitochondrial biogenesis and adaptive thermogenesis 36 , increased upon adipocyte-targeted NaKtide expression. Furthermore, the expression of genes associated with mitochondrial biogenesis and ""browning"" of fat, including MFN1, MFN2, and SIRT1, were increased by NaKtide treatment.""><b>Finding:</b></span> Our results showed that PGC1α levels, the master regulator of mitochondrial biogenesis and adaptive thermogenesis 36 , increased upon adipocyte-targeted NaKtide expression."		3																							[]	[{'start': 838, 'end': 848, 'span': 'increased ', 'annotation': 'Causation'}]	[]
5c190c311e18d10001eca667	Biology_505_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They have sequenced over 3.4 billion base pairs and more than 26,000 genes in the Koala genome - which makes it slightly larger than the human genome. Unlocking the genomic sequence gives scientists unprecedented insights into the unique biology of the koala. Professor Johnson said the uneven response of koala populations throughout their range was one of the major challenges facing broad scale management of the species.""><b>Finding:</b></span> Unlocking the genomic sequence gives scientists unprecedented insights into the unique biology of the koala."				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_505_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found evidence of low genetic diversity in southern koalas, consistent with a recent history of sequential translocations (Fig. At a continental scale, we show biogeographic barriers to gene flow associated with the Brisbane Valley and Clarence River, as identified by mtDNA studies , and find a barrier associated with the Hunter Valley, which was not previously known in koalas (Fig. Levels of inbreeding varied across regions (Fig.""><b>Finding:</b></span> At a continental scale, we show biogeographic barriers to gene flow associated with the Brisbane Valley and Clarence River, as identified by mtDNA studies , and find a barrier associated with the Hunter Valley, which was not previously known in koalas (Fig."			2																						[{'start': 688, 'end': 699, 'span': 'associated ', 'annotation': 'Correlation'}, {'start': 796, 'end': 807, 'span': 'associated ', 'annotation': 'Correlation'}]	[]	[]
5c190c311e18d10001eca667	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
5c190c311e18d10001eca667	Biology_tweet_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity ""><b>Finding:</b></span> Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity "				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so. advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says. The findings suggest several possibilities to investigate with future research.""><b>Finding:</b></span> advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says."				1																					[]	[]	[]
5c190c311e18d10001eca667	Biology_174_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The basis of the research examined more closely the role of the adipocyte in obesity, including how it impacts oxidative stress, inflammation, neurodegeneration and NASH. The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes. ""Our data clearly suggests that obesity and the Na/K-ATPase oxidant amplification loop plays a role in neurodegeneration,"" said first author Rebecca Pratt, a Ph.D. candidate in the department of biomedical research at Marshall University.""><b>Finding:</b></span> The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes."				1																					[]	[]	[]
5c190c311e18d10001eca667	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
5c190c311e18d10001eca667	Biology_tweet_11_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username ""><b>Finding:</b></span> An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username "					4																				[]	[]	[{'start': 472, 'end': 483, 'span': 'no evidence', 'annotation': 'Explicit mentions of no relation'}]
5c190c311e18d10001eca667	Biology_tweet_11_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Keeping in mind the steps taken to ensure methodological rigour, the current results bear directly on the contentious literature surrounding games. Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers. Preregistered sensitivity and exploratory analyses demonstrated this finding was consistent across three different operationalizations of violent game content and two ways of measuring key adolescent behaviours relating to aggressive and prosocial behaviours.""><b>Finding:</b></span> Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers."					4																				[]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_78_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."			2																						[{'start': 769, 'end': 786, 'span': 'strongly suggests', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Experience.html	Experience										3						2			4						[]	[]	[]
5bf5fc3f3a46830001a6d09f	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_26_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 341 of the original 580 tumor vlincRNAs ( Table 1) overlap ENCODE vlincRNAs identified from mostly different cell lines, using a different sequencing platform (p-value 1.54 × 10 -45 ). VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) . Embryonic stem cell line H1-hEsc expressed 469 such regions, while non-cancerous normal human epidermal keratinocyte line (NHEK) and normal human umbilical vein endothelial cells (HUVEC) expressed 248 and 340 vlincRNAs, respectively (Table 1; Additional File 1,  Table S1 ).""><b>Finding:</b></span> VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) ."				1																					[]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_tweet_93_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)""><b>Finding:</b></span> MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)"				1																					[{'start': 296, 'end': 330, 'span': 'Climate change and annual survival', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_170_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We placed apo-treated fish in a shortened tank that restricted their movement away from the divider and found that test fish exposed to apo-treated stimulus fish still had suppressed social orienting relative to controls (Figures  2A-2D ; p = 0.009, n = 26). We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity. Orientation of the test fish and distance of the stimulus fish are highly correlated (R 2 = 0.302, p < 0.001), as is the orienting behavior of the stimulus fish (R 2 = 0.458, p < 0.001; Figures 2E and 2F ).""><b>Finding:</b></span> We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity."			2																						[{'start': 1053, 'end': 1098, 'span': 'is insufficient regardless of their proximity', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_tweet_93_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."			2																						[{'start': 882, 'end': 928, 'span': 'contributed to the observed long-term increase', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_438_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We show that the root-feeding larvae use complexes between iron and benzoxazinoid secondary metabolites to identify maize as a host, to forage within the maize root system, and to increase their growth. We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids. In addition, root-feeding WCR larvae prefer benzoxazinoidproducing maize plants and require benzoxazinoids to identify crown roots as the preferred feeding site (6) .""><b>Finding:</b></span> We identify an iron transporter that allows the corn rootworm to benefit from complexes between iron and benzoxazinoids."		3																							[]	[{'start': 738, 'end': 792, 'span': 'benefit from complexes between iron and benzoxazinoids', 'annotation': 'Causation'}]	[]
5bf5fc3f3a46830001a6d09f	Biology_tweet_155_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 4c, d , e, f). Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig. Critically, these same transgenerational effects were also evident when mature inseminated sperm alone had experienced the same conditions within the female: sons fertilised by heatwave-exposed spermatozoa in the female tract suffered 25 to 40% reductions in their reproductive output and mating success, compared with sons from parents where the mother had experienced the heatwave before mating and sperm storage, or controls where no heatwaves were experienced ( Fig.""><b>Finding:</b></span> Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig."				1																					[]	[{'start': 998, 'end': 1020, 'span': 'showed a 25% reduction', 'annotation': 'Causation'}]	[]
5bf5fc3f3a46830001a6d09f	Biology_78_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We can't say definitively that the Liberian greenbul is the same bird as the icterine greenbul, but we have presented enough evidence that makes any other explanation seem highly unlikely."" And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage. But despite the thorough genetic analysis and unlikely alternative explanations, we can't yet say that the elusive birds absolutely, definitely don't exist - it looks like once something becomes a species, unspecying it is a tougher ask.""><b>Finding:</b></span> And it's not like the purported new species was even a hybrid - analysis also excluded that probability, leaving the researchers to hypothesise that the 'Liberian' greenbul was just an icterine greenbul with a juvenile nutritional deficiency that caused changes to its plumage."		3																							[]	[{'start': 1233, 'end': 1263, 'span': ' caused changes to its plumage', 'annotation': 'Causation'}]	[]
5bf5fc3f3a46830001a6d09f	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_tweet_155_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. ""><b>Finding:</b></span> Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. "		3																							[{'start': 444, 'end': 504, 'span': 'showing #heatwave damage to #male #reproduction &amp; #sperm', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_170_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Expecting to see behavioral disruptions in the drugged fish, which the researchers did, they also saw reduced orienting behaviors by the healthy fish. As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting. Eventually, the research team concluded that zebrafish copy each other's motions and are dependent on another socially engaged fish to begin social orienting.""><b>Finding:</b></span> As the project progressed, fish were exposed to non-fish objects, which failed to initiate social orienting."		3																							[]	[{'start': 665, 'end': 707, 'span': ' which failed to initiate social orienting', 'annotation': 'Causation'}]	[]
5bf5fc3f3a46830001a6d09f	Biology_26_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Based upon this technology, we now have a greater understanding of transcriptome regulation, with potential to lead to therapeutic targets and better disease diagnostics."" The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues. Researchers found that some of these vlincRNAs are co-opted by cancer-associated transcriptional programs.""><b>Finding:</b></span> The vlincRNAs were shown to be present in cancerous cells as well as stem cells and normal human tissues."				1																					[{'start': 722, 'end': 762, 'span': 'in cancerous cells as well as stem cells', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Biology_438_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These lines were essential for the identification of the benzoxazinoid that - after binding to iron - forms the compound that the rootworm recognizes and uses as a cue for plant selection. The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains. We therefore expect that other higher organisms also have the ability to perceive biologically available forms of trace elements and to ingest them to improve their nutrient balance,"" says Matthias Erb.""><b>Finding:</b></span> The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains."				1																					[{'start': 889, 'end': 934, 'span': 'relevant for the understanding of food chains', 'annotation': 'Correlation'}]	[]	[]
5bf5fc3f3a46830001a6d09f	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
5bf5fc3f3a46830001a6d09f	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.					4																				[]	[]	[]
5c12c7a26d1ac90001024256	Biology_78_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."				1																					[]	[]	[]
5c12c7a26d1ac90001024256	Experience.html	Experience										3								1	4					Even having analysed a lot of scientific papers during college, this was a really hard task.	[]	[]	[]
5c12c7a26d1ac90001024256	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
5c12c7a26d1ac90001024256	Biology_26_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 341 of the original 580 tumor vlincRNAs ( Table 1) overlap ENCODE vlincRNAs identified from mostly different cell lines, using a different sequencing platform (p-value 1.54 × 10 -45 ). VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) . Embryonic stem cell line H1-hEsc expressed 469 such regions, while non-cancerous normal human epidermal keratinocyte line (NHEK) and normal human umbilical vein endothelial cells (HUVEC) expressed 248 and 340 vlincRNAs, respectively (Table 1; Additional File 1,  Table S1 ).""><b>Finding:</b></span> VlincRNAs were found in all cell lines tested, including non-cancerous cell lines and tissues (Table 1) ."					4																				[]	[]	[{'start': 772, 'end': 784, 'span': 'found in all', 'annotation': 'Explicit mentions of no relation'}]
5c12c7a26d1ac90001024256	Biology_tweet_93_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)""><b>Finding:</b></span> MT @username: Climate change and annual survival in a temperate passerine (Long-tailed Tit)  (Oikos)"				1																					[]	[]	[]
5c12c7a26d1ac90001024256	Biology_170_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We placed apo-treated fish in a shortened tank that restricted their movement away from the divider and found that test fish exposed to apo-treated stimulus fish still had suppressed social orienting relative to controls (Figures  2A-2D ; p = 0.009, n = 26). We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity. Orientation of the test fish and distance of the stimulus fish are highly correlated (R 2 = 0.302, p < 0.001), as is the orienting behavior of the stimulus fish (R 2 = 0.458, p < 0.001; Figures 2E and 2F ).""><b>Finding:</b></span> We conclude from these results that another socially engaged fish is the stimulus required for social orienting and that the presence of another fish that is not socially engaged is insufficient regardless of their proximity."		3																							[]	[{'start': 940, 'end': 964, 'span': 'is the stimulus required', 'annotation': 'Causation'}, {'start': 1053, 'end': 1068, 'span': 'is insufficient', 'annotation': 'Causation'}]	[]
5c12c7a26d1ac90001024256	Biology_tweet_93_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."		3																							[]	[{'start': 817, 'end': 827, 'span': 'has led to', 'annotation': 'Causation'}, {'start': 869, 'end': 896, 'span': 'has probably contributed to', 'annotation': 'Causation'}]	[]
